setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
49,2020,30/11/2020,06/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,13.00,3091.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,4.00,17310.00
18,2020,27/04/2020,03/05/2020,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,2.00,6345.00
20,2021,17/05/2021,23/05/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,1.00,11927.00
18,2020,27/04/2020,03/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,7.00,2147.00
32,2022,08/08/2022,14/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,1.00,11835.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,1.00,47685.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42412.00
45,2020,02/11/2020,08/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,36242.00
22,2020,25/05/2020,31/05/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10225.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1.00,18707.00
33,2022,15/08/2022,21/08/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,45 a 59,4,1.00,7846.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,6.00,8880.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,3.00,7182.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,19.00,16731.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,1,2.00,788.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,57.00,7663.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,11.00,29569.00
17,2020,20/04/2020,26/04/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,1.00,9397.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,43077.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,12023.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,11.00,7300.00
32,2021,09/08/2021,15/08/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,2.00,12396.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,21.00,11747.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,14.00,30865.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,8.00,29821.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,3.00,19979.00
2,2021,11/01/2021,17/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,3.00,3340.00
40,2022,03/10/2022,09/10/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,2954.00
50,2021,13/12/2021,19/12/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,4,3.00,12021.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,10116.00
48,2021,29/11/2021,05/12/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5486.00
36,2020,31/08/2020,06/09/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1.00,17530.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,4882.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,5.00,19624.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,1.00,36838.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,2.00,36044.00
28,2021,12/07/2021,18/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,3.00,10929.00
46,2021,15/11/2021,21/11/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32295.00
31,2022,01/08/2022,07/08/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,3.00,18494.00
5,2022,31/01/2022,06/02/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,6.00,10656.00
19,2021,10/05/2021,16/05/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8176.00
16,2020,13/04/2020,19/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,3.00,11348.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,5.00,4882.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,1.00,18325.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,2.00,16688.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7262.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2.00,11747.00
5,2021,01/02/2021,07/02/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,1.00,6541.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,4.00,51175.00
16,2022,18/04/2022,24/04/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,2.00,17434.00
20,2020,11/05/2020,17/05/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17310.00
23,2022,06/06/2022,12/06/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,18494.00
1,2021,04/01/2021,10/01/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,6.00,5395.00
1,2022,03/01/2022,09/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,2.00,2961.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,3.00,34694.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,5.00,17971.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14357.00
4,2022,24/01/2022,30/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,60 a 69,3,1.00,7158.00
45,2020,02/11/2020,08/11/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,4.00,17763.00
15,2021,12/04/2021,18/04/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,1.00,12396.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8941.00
30,2020,20/07/2020,26/07/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,35279.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,52076.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,50358.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,2.00,7974.00
6,2021,08/02/2021,14/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,2.00,5486.00
38,2020,14/09/2020,20/09/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,8103.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,7.00,4047.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,471.00
22,2020,25/05/2020,31/05/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,3.00,10436.00
3,2022,17/01/2022,23/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6690.00
13,2021,29/03/2021,04/04/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,70 a 79,3,1.00,5211.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,3,1.00,17871.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 44,3,1.00,179237.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8172.00
19,2022,09/05/2022,15/05/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,3.00,18494.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,1.00,19979.00
4,2021,25/01/2021,31/01/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,3020.00
35,2021,30/08/2021,05/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,2,1.00,4855.00
16,2020,13/04/2020,19/04/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,4.00,4759.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,15073.00
32,2021,09/08/2021,15/08/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,4.00,5395.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,1.00,75475.00
7,2021,15/02/2021,21/02/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,3,5.00,17562.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8747.00
13,2022,28/03/2022,03/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,1,1.00,7518.00
13,2022,28/03/2022,03/04/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,1.00,1593.00
30,2022,25/07/2022,31/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,1.00,6030.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,29.00,32295.00
33,2021,16/08/2021,22/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,3.00,3685.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,3.00,6618.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7274.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19464.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,2.00,14695.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,1.00,18660.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,2.00,107049.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,11917.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,121.00,28964.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,11.00,41113.00
6,2021,08/02/2021,14/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,2.00,11927.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,22858.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,1.00,19979.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,4.00,19599.00
1,2021,04/01/2021,10/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,9.00,10612.00
45,2021,08/11/2021,14/11/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,1.00,30676.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,2.00,36044.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,5.00,30676.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,9.00,29821.00
5,2021,01/02/2021,07/02/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,1.00,12396.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,4,1.00,19825.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,10.00,8172.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,7.00,32295.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,68704.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4402.00
13,2020,23/03/2020,29/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,4,1.00,12388.00
1,2022,03/01/2022,09/01/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,2,1.00,903.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,8.00,8436.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,10521.00
6,2021,08/02/2021,14/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,2.00,2846.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,11.00,17658.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,4,1.00,20337.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,17.00,9903.00
44,2020,26/10/2020,01/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7601.00
6,2021,08/02/2021,14/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,2.00,6556.00
47,2020,16/11/2020,22/11/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13601.00
18,2021,03/05/2021,09/05/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,1.00,6541.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,2,1.00,13399.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,1.00,7815.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,7.00,29569.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,1.00,12164.00
16,2021,19/04/2021,25/04/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27763.00
12,2020,16/03/2020,22/03/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,2.00,11933.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,1.00,27035.00
5,2021,01/02/2021,07/02/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,5.00,10612.00
51,2020,14/12/2020,20/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,2,1.00,3417.00
12,2021,22/03/2021,28/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8681.00
7,2022,14/02/2022,20/02/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,3.00,8820.00
6,2021,08/02/2021,14/02/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27763.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,51175.00
14,2020,30/03/2020,05/04/2020,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,1.00,6345.00
53,2020,28/12/2020,03/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,9.00,6331.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,1,2.00,749.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,24140.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,2.00,47685.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,1.00,12252.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,471.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,15728.00
19,2021,10/05/2021,16/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19594.00
14,2020,30/03/2020,05/04/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,3.00,3091.00
39,2020,21/09/2020,27/09/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,45 a 59,3,1.00,8248.00
10,2022,07/03/2022,13/03/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2137.00
17,2020,20/04/2020,26/04/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,2.00,8013.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,1.00,110306.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,12023.00
17,2020,20/04/2020,26/04/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,2,2.00,801.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15468.00
33,2021,16/08/2021,22/08/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,17923.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,3.00,10856.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,6.00,11747.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,43709.00
30,2020,20/07/2020,26/07/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,2.00,1757.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,6.00,18439.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,3.00,7538.00
13,2022,28/03/2022,03/04/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,1.00,1787.00
27,2022,04/07/2022,10/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,4.00,10673.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,4,1.00,19760.00
49,2020,30/11/2020,06/12/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,4,2.00,38675.00
52,2020,21/12/2020,27/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,2.00,2812.00
10,2022,07/03/2022,13/03/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7963.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,1,1.00,17897.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,4.00,27035.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,4.00,35570.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,43.00,27035.00
20,2020,11/05/2020,17/05/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4759.00
24,2020,08/06/2020,14/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21598.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,4882.00
4,2021,25/01/2021,31/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2285.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,24.00,32618.00
29,2021,19/07/2021,25/07/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,3.00,5395.00
44,2022,31/10/2022,06/11/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10436.00
51,2020,14/12/2020,20/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7601.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,5.00,18405.00
25,2022,20/06/2022,26/06/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6690.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47267.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,3.00,4630.00
39,2020,21/09/2020,27/09/2020,61,LLEIDA,6100,LLEIDA,Dona,45 a 59,3,1.00,24416.00
37,2020,07/09/2020,13/09/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,4,1.00,5037.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,2.00,22376.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,2.00,7274.00
44,2021,01/11/2021,07/11/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2285.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8881.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,1.00,22376.00
16,2020,13/04/2020,19/04/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,3.00,3091.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,10.00,29821.00
26,2021,28/06/2021,04/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,3.00,18405.00
22,2022,30/05/2022,05/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5440.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21431.00
20,2022,16/05/2022,22/05/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,4.00,10673.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,2,1.00,14329.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 44,4,1.00,77564.00
24,2020,08/06/2020,14/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,17971.00
10,2020,02/03/2020,08/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10788.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,2.00,3931.00
22,2022,30/05/2022,05/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,3,1.00,3601.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,3,1.00,115100.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2.00,11747.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,4.00,17971.00
44,2020,26/10/2020,01/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,2.00,5756.00
15,2020,06/04/2020,12/04/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,14.00,6197.00
2,2022,10/01/2022,16/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5440.00
28,2021,12/07/2021,18/07/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,2.00,2143.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,2.00,19464.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,2,1.00,3730.00
9,2021,01/03/2021,07/03/2021,64,GIRONA,6400,GIRONA,Home,80 o més,3,5.00,10440.00
46,2020,09/11/2020,15/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,2,1.00,4500.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,1,1.00,1039.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,2.00,34629.00
